song_id,song_name,artist_name,artist_uri,album_name,album_uri,danceability,energy,valence,tempo,artist_popularity,degree_centrality
spotify:track:2d8JP84HNLKhmd6IYOoupQ,Trap Queen,Fetty Wap,spotify:artist:6PXS4YHDkKvl1wkIl4V8DL,Fetty Wap,spotify:album:2gKQvajkEEaDtkqJ8FJ4uw,0.746,0.873,0.817,148.075,71,0.09141791
spotify:track:4auZhbHhgbiSMeh0kiHCRk,Say My Name,ODESZA,spotify:artist:21mKp7DqtSNHhCAU2ugvUw,In Return,spotify:album:7eq7Um3f3NMlHuNQSpicsz,0.746,0.744,0.338,115.03,68,0.080223881
spotify:track:6UaRii9AH6Zss9xNMEQ2M9,Love The Way You Lie,Eminem,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Recovery,spotify:album:3PogVmhNucYNfyywZvTd7F,0.746,0.922,0.638,86.961,90,0.031716418
spotify:track:0L7loeTIg6akW84aEQZpCT,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,spotify:artist:738wLrAtLtCtFOLvQBXOXp,Peace Is The Mission: Extended,spotify:album:7jA06bCXArKGLr1V187s9b,0.746,0.877,0.751,107.985,77,0.080223881
spotify:track:7jTKLKs3NDmDnJHan5M2A0,Down Under,Men At Work,spotify:artist:0f3EsoviYnRKTkmayI3cux,Super Hits,spotify:album:03RdxRparvZ2qgWFf1vGeD,0.746,0.683,0.815,107.314,68,0.027985075
spotify:track:3Q3myFA7q4Op95DOpHplaY,do re mi,blackbear,spotify:artist:2cFrymmkijnjDg9SS92EPM,digital druglord,spotify:album:30QoUTsSdpQuZunPNFsLnm,0.745,0.593,0.17,111.002,74,0.031716418
spotify:track:4Jk6fZmX3gGYYbHnjq5uyN,In My Room (feat. Ty Dolla $ign & Tyga),Yellow Claw,spotify:artist:47z7ZrgFoBvVpCnElCE3Zh,Blood For Mercy,spotify:album:2F58weuq1zM6WbrvEibtwD,0.745,0.869,0.814,104.015,60,0.080223881
spotify:track:6HUnnBwYZqcED1eQztxMBN,Solo Dance,Martin Jensen,spotify:artist:4ehtJnVumNf6xzSCDk8aLB,Solo Dance,spotify:album:3BcNHuKlAm57APDcwh7LJq,0.744,0.836,0.36,114.965,63,0.080223881
spotify:track:4ya82vEkIk1HJpuPDhESOC,Come & Get Your Love (Re-Recorded),Redbone,spotify:artist:0w7HLMvZOHatWVbAKee1zF,70s Classics,spotify:album:0BHvTtxYQvZA9Ya6KewuX1,0.742,0.851,0.966,104.132,62,0.027985075
spotify:track:3jVtllWS5CFFWLQng8sKsr,2 On,Tinashe,spotify:artist:0NIIxcxNHmOoyBx03SfTCD,Aquarius,spotify:album:6zXUDBGLbrB9Kgkw2Y3F7L,0.742,0.595,0.431,101.013,67,0.09141791
spotify:track:4gbVRS8gloEluzf0GzDOFc,Maps,Maroon 5,spotify:artist:04gDigrS5kc9YWfZHwBETP,V,spotify:album:2Auw0pTT6EcQdvHNimhLQI,0.742,0.713,0.879,120.032,85,0.020522388
spotify:track:10VBBaul4zVD0reteuIHM2,From Time,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,Nothing Was The Same,spotify:album:2gXTTQ713nCELgPOS0qWyt,0.738,0.491,0.448,94.378,96,0.018656716
spotify:track:7tr2za8SQg2CI8EDgrdtNl,Slide,Calvin Harris,spotify:artist:7CajNmpbOovFoOoasH2HaY,Funk Wav Bounces Vol.1,spotify:album:2HaqChIDc5go3qxVunBDK0,0.736,0.795,0.511,104.066,86,0.031716418
spotify:track:62N2JSA0jHmSH7Va9t7hIf,Habits (Stay High) - Hippie Sabotage Remix,Tove Lo,spotify:artist:4NHQUGzhtTLFvgF5SZesLK,Queen Of The Clouds,spotify:album:47C7w4o1resDhr7jvYEpxE,0.735,0.686,0.0656,121.011,73,0.031716418
spotify:track:0EQknhinIfbJ12hwMGjOY5,Walkin' On The Sun,Smash Mouth,spotify:artist:2iEvnFsWxR0Syqu2JNopAd,Fush Yu Mang,spotify:album:1qKYc6GDWKNj3wbQpD5hXt,0.735,0.974,0.967,123.29,67,0.016791045
spotify:track:52JyHLUiugFECIYBWM2qdh,No Love,Eminem,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Recovery,spotify:album:3PogVmhNucYNfyywZvTd7F,0.735,0.932,0.318,129.583,90,0.031716418
spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,Twenty One Pilots,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Blurryface,spotify:album:3cQO7jp5S9qLBoIVtbkSM1,0.734,0.637,0.648,169.977,82,0.057835821
spotify:track:0z8yrlXSjnI29Rv30RssNI,Shots - Broiler Remix,Imagine Dragons,spotify:artist:53XhwfbYqKCa1cC15pYq2q,Smoke + Mirrors,spotify:album:2XjPrtaAqvviEgSHCpzHmM,0.733,0.777,0.583,119.996,87,0.020522388
spotify:track:4NYwy0R3NdvORX2B6OZXBT,Slow Motion,Trey Songz,spotify:artist:2iojnBLj0qIMiKPvVhLnsH,Trigga Reloaded,spotify:album:3pKTKC0AAe3yTcXQLzvpSW,0.733,0.408,0.291,94.947,69,0.031716418
spotify:track:6i0V12jOa3mr6uu4WYhUBr,Heathens,Twenty One Pilots,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Heathens,spotify:album:3J8W9AOjQhnBLCX33m3atT,0.732,0.396,0.548,90.024,82,0.097014925
spotify:track:7mldq42yDuxiUNn08nvzHO,Body Like A Back Road,Sam Hunt,spotify:artist:2kucQ9jQwuD8jWdtR9Ef38,Body Like A Back Road,spotify:album:2N7kidh1wA9EoLdf16QWrz,0.732,0.458,0.661,98.938,69,0.02238806
spotify:track:0CokSRCu5hZgPxcZBaEzVE,Glorious (feat. Skylar Grey),Macklemore,spotify:artist:3JhNCzhSMTxs9WLGJJxWOY,GEMINI,spotify:album:72qA6s4fjF8Y2VX1UDMfp2,0.731,0.794,0.356,139.994,77,0.050373134
spotify:track:41on8RwRh22IHcChAN2gm8,American Boy (feat. Kanye West),Estelle,spotify:artist:5T0MSzX9RC5NA6gAI6irSn,Shine,spotify:album:4nAIqmKELnBEXEkYg1pMic,0.727,0.729,0.512,117.932,66,0.018656716
spotify:track:7n8UWYTawkrcC1KBsY5XRc,Beautiful,Eminem,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Relapse,spotify:album:04r9yvH25PwePggAYZQYq8,0.727,0.696,0.467,132.077,90,0.031716418
spotify:track:5RsUlxLto4NZbhJpqJbHfN,Jessie's Girl,Rick Springfield,spotify:artist:6IFXsrXBpwbIqtOUOiAa3p,Working Class Dog,spotify:album:4KKFWTePKtgb6mOwFDqxYa,0.727,0.834,0.816,131.7,60,0.031716418
spotify:track:7fSGbZLhWlAiCC3HDPAULu,(I Can't Get No) Satisfaction - Mono Version / Remastered 2002,The Rolling Stones,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,Out Of Our Heads,spotify:album:24V2ghp7XhGZzWKjthHq4v,0.725,0.853,0.904,136.282,80,0.020522388
spotify:track:4WjH9Bzt3kx7z8kl0awxh4,Lean On (feat. MØ & DJ Snake),Major Lazer,spotify:artist:738wLrAtLtCtFOLvQBXOXp,Peace Is The Mission,spotify:album:2XBnxKeRZi76u2iyGcMych,0.723,0.809,0.274,98.007,77,0.020522388
spotify:track:7EiZI6JVHllARrX9PUvAdX,Low Life,Future,spotify:artist:1RyvyyTE3xzB2ZywiAwp0i,EVOL,spotify:album:3jJKDKdlwRS584zUlHV2Ly,0.722,0.331,0.102,143.961,93,0.02238806
spotify:track:5InOp6q2vvx0fShv3bzFLZ,Know Yourself,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,If You're Reading This It's Too Late,spotify:album:0ptlfJfwGTy0Yvrk14JK1I,0.72,0.412,0.179,114.408,96,0.09141791
spotify:track:57yL3161hUMuw06zzzUCHi,Doubt,Twenty One Pilots,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Blurryface,spotify:album:3cQO7jp5S9qLBoIVtbkSM1,0.719,0.645,0.69,123.02,82,0.026119403
spotify:track:0QTCTu0CXv4X1JEE4gNpGv,Wildfire,John Mayer,spotify:artist:0hEurMDQu99nJRq8pTxO14,Paradise Valley,spotify:album:712VoD72K500yLhhgqCyVe,0.719,0.665,0.763,96.999,77,0.016791045
spotify:track:4ZIb6YivyYtpOD0Ur7kDEP,Only One,Kanye West,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Only One,spotify:album:7FhiPGHTsdrGf8lxp0YpET,0.718,0.25,0.132,102.335,94,0.078358209
spotify:track:06aw4JI5nYa8XBeBKVrltZ,Berzerk,Eminem,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,The Marshall Mathers LP2,spotify:album:3qGeRY1wt4rrLIt1YuSwHR,0.715,0.874,0.678,95.213,90,0.031716418
spotify:track:1s9xuJxhYM0LdVqksjegcg,Fairly Local,Twenty One Pilots,spotify:artist:3YQKmKGau1PzlVlkL1iodx,Blurryface,spotify:album:3cQO7jp5S9qLBoIVtbkSM1,0.715,0.723,0.479,114.985,82,0.026119403
spotify:track:4d0JSX5Niid4wPVXk3EVrt,Work - R3hab Remix,Rihanna,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,Work,spotify:album:5xLUp4nUTuXNK7XKQPE5Gb,0.715,0.8,0.264,100.004,91,0.031716418
spotify:track:5mPSyjLatqB00IkPqRlbTE,Pop Style,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,Views,spotify:album:40GMAhriYJRO1rsY4YdrZb,0.713,0.462,0.0594,133.053,96,0.063432836
spotify:track:5LnslfFSyDEkBDIfK2s4m5,Takes My Body Higher (feat. Lincoln Jesser),Shoffy,spotify:artist:4wO0kHiOwf8l9VMJJN9HmG,Takes My Body Higher (feat. Lincoln Jesser),spotify:album:7yX5PsIis5maPJ2n3pUEKI,0.713,0.731,0.124,124.997,45,0.080223881
spotify:track:6sDQ4uiWw9OdVrCXFLSlZt,Rap God,Eminem,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,The Marshall Mathers LP2,spotify:album:3qGeRY1wt4rrLIt1YuSwHR,0.712,0.838,0.607,148.138,90,0.031716418
spotify:track:2U8NXPTXZWG2O0ye2sYRiH,I Love It (feat. Charli XCX) - feat. Charli XCX [Original Version],Icona Pop,spotify:artist:1VBflYyxBhnDc9uVib98rw,THIS IS... ICONA POP,spotify:album:3qpAHoOLWeXRNTaGzeYf13,0.711,0.906,0.824,125.916,68,0.042910448
spotify:track:2M9ro2krNb7nr7HSprkEgo,Fast Car,Tracy Chapman,spotify:artist:7oPgCQqMMXEXrNau5vxYZP,Tracy Chapman,spotify:album:6hmmX5UP4rIvOpGSaPerV8,0.711,0.292,0.194,103.951,72,0.111940299
spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,spotify:artist:6XpaIBNiVzIetEPCWDvAFP,Whitney,spotify:album:5Vdzprr5cOqXQo44eHeV7t,0.709,0.824,0.867,118.818,76,0.052238806
spotify:track:7aV2mflaASUmGhCErm7kBO,The Mack,Nevada,spotify:artist:15NtJjjHRFybdNSMyM9smT,The Mack,spotify:album:7FDBvwfZD9ejQzzg0dyoac,0.707,0.883,0.541,106.031,44,0.117537313
spotify:track:7hhAwcMTdCHxuYkCHCfzw7,Unwritten,Natasha Bedingfield,spotify:artist:7o95ZoZt5ZYn31e9z1Hc0a,Unwritten,spotify:album:4LOqtdV9dCY7NX7iNK1lBe,0.706,0.8,0.629,100.011,76,0.059701493
spotify:track:1Uq3IOIy1CUlHUgP6vWpum,Smoke Break (feat. Future),Chance The Rapper,spotify:artist:1anyVhU62p31KFi8MEzkbf,Coloring Book,spotify:album:71QyofYesSsRMwFOTafnhB,0.705,0.453,0.283,124.942,73,0.063432836
spotify:track:1I8tHoNBFTuoJAlh4hfVVE,Firestone,Kygo,spotify:artist:23fqKkggKUBHNkbKtXEls4,Cloud Nine,spotify:album:0uMIzWh1uEpHEBell4rlF8,0.704,0.634,0.411,113.927,80,0.020522388
spotify:track:43Ei9NSyEjgFYXoKLISyz4,Magnets,Disclosure,spotify:artist:6nS5roXSAGhTGr34W6n7Et,Caracal,spotify:album:6c7LgalPL58r2tytqTU4Ax,0.703,0.638,0.688,92.041,73,0.080223881
spotify:track:6pyzBTIjcO2AMkKE6x2Otb,Stayin' Alive,Bee Gees,spotify:artist:1LZEQNv7sE11VDY3SdxQeN,Greatest,spotify:album:684Fi6YqIP9xU9JeboAgVM,0.703,0.826,0.945,103.564,77,0.050373134
spotify:track:4f1QbCjIAgQwnf7ms9NXWx,Me You,Russ,spotify:artist:1z7b1Pr1rSlvWRzsW3HOrS,There's Really A Wolf,spotify:album:0lUL92det7mZ4DaHYmiUEC,0.702,0.762,0.233,95.019,75,0.063432836
spotify:track:1C0pmryC2MdXfa7MZ9uIrU,One Week,Barenaked Ladies,spotify:artist:0dEvJpkqhrcn64d3oI8v79,Stunt,spotify:album:4FsibLgkGMV9AfbLtEqvxT,0.702,0.898,0.731,112.845,59,0.050373134
spotify:track:7C7yqFTM0ncyJ04GIKrxdV,Anything Could Happen,Ellie Goulding,spotify:artist:0X2BH1fck6amBIoJhDVmmJ,Halcyon,spotify:album:4754Cgv1sdfwTpdVX83xAC,0.702,0.781,0.382,102.997,79,0.042910448
spotify:track:7w9bgPAmPTtrkt2v16QWvQ,Lose Yourself - Soundtrack Version,Eminem,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Curtain Call,spotify:album:71xFWYFtiHC8eP99QB30AA,0.701,0.728,0.0591,171.388,90,0.080223881
spotify:track:5zA8vzDGqPl2AzZkEYQGKh,Uptown Girl,Billy Joel,spotify:artist:6zFYqv1mOsgBRQbae3JJ9e,An Innocent Man,spotify:album:3R3x4zIabsvpD3yxqLaUpc,0.701,0.944,0.792,128.993,78,0.031716418
spotify:track:3B7i9OKRRmIsSBHEbJz58Y,Grind With Me,Pretty Ricky,spotify:artist:6XwcepfAsPhrvwziGxhwju,Bluestars,spotify:album:5Kexjw3aLUrvDNAGrUMAmE,0.7,0.538,0.189,136.518,57,0.031716418
spotify:track:6olUplztLFFfU7fMYmFXOP,Sober,Childish Gambino,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,Kauai,spotify:album:5GBcqixIFDPEom7AUNbFiM,0.699,0.601,0.434,98.04,79,0.031716418
spotify:track:3MOECVkNshqHYTPt5DZcdN,Five More Hours - Deorro x Chris Brown,Deorro,spotify:artist:6VD4UEUPvtsemqD3mmTqCR,Good Evening,spotify:album:1J6b7W1nSHH7BObK8zIoEY,0.699,0.883,0.499,127.961,66,0.080223881
spotify:track:4iEOVEULZRvmzYSZY2ViKN,Left Hand Free,alt-J,spotify:artist:3XHO7cRUPCLOr6jwp8vsx5,This Is All Yours,spotify:album:4oktVvRuO1In9B7Hz0xm0a,0.697,0.877,0.802,101.99,70,0.130597015
spotify:track:7JXZq0JgG2zTrSOAgY8VMC,Jungle,Drake,spotify:artist:3TVXtAsR1Inumwj472S9r4,If You're Reading This It's Too Late,spotify:album:0ptlfJfwGTy0Yvrk14JK1I,0.697,0.235,0.378,99.947,96,0.126865672
spotify:track:4qqArAiTPueDxIp7cf87h7,Final Song,MØ,spotify:artist:0bdfiayQAKewqEvaU6rXCv,Final Song,spotify:album:2gcqSlK5xTxcpuLZ1iik3Z,0.695,0.672,0.245,104.988,72,0.080223881
spotify:track:1rIKgCH4H52lrvDcz50hS8,Lush Life,Zara Larsson,spotify:artist:1Xylc3o4UrD53lo9CvFvVg,So Good,spotify:album:5YLRVHDVRw3QqWbeTGpC5B,0.694,0.712,0.799,98.023,78,0.080223881
spotify:track:03LpkqucyYKcYclDs8HuxO,"John Cougar, John Deere, John 3:16",Keith Urban,spotify:artist:0u2FHSq3ln94y5Q57xazwf,Ripcord,spotify:album:1r7ABqzNXQnUPAH3ZjrHMn,0.694,0.779,0.594,84.975,69,0.065298507
spotify:track:1mqlc0vEP9mU1kZgTi6LIQ,September,"Earth, Wind & Fire",spotify:artist:4QQgXkCYTt3BlENzhyNETg,"Now, Then & Forever",spotify:album:2dZn2ZVkJYFIyXsVmjyp9Y,0.693,0.911,0.982,125.895,74,0.018656716
spotify:track:62vpWI1CHwFy7tMIcSStl8,No Role Modelz,J. Cole,spotify:artist:6l3HvQ5sa6mXTsMTB19rO5,2014 Forest Hills Drive,spotify:album:7viNUmZZ8ztn2UB4XB3jIL,0.692,0.521,0.463,100.45,88,0.02238806
spotify:track:39lSeqnyjZJejRuaREfyLL,Hungry Like The Wolf - 2009 Remastered Version,Duran Duran,spotify:artist:0lZoBs4Pzo7R89JM9lxwoT,Rio [Collector's Edition],spotify:album:02tfQwJSOLP77oCd9U8bqm,0.691,0.812,0.685,127.568,69,0.031716418
spotify:track:6zpCJDhdpHPZCcFCJZDqX5,High You Are,What So Not,spotify:artist:4AA8eXtzqh5ykxtafLaPOi,High You Are,spotify:album:5FAFTIaf9DBYcmDkYB3F3g,0.69,0.857,0.409,136.99,54,0.031716418
spotify:track:2Fk0WwAqTBesLtKg97nojy,Crash And Burn,Thomas Rhett,spotify:artist:6x2LnllRG5uGarZMsD4iO8,Tangled Up,spotify:album:4ykbJPI8MPscFzROE8dqLy,0.69,0.781,0.841,130.02,73,0.065298507
spotify:track:6Sm2YzLtL8FcyTMONOkiFw,Feeling Myself,Nicki Minaj,spotify:artist:0hCNtLu0JehylgoiP8L4Gh,The Pinkprint,spotify:album:39WwaUn8HTVZpJJmAuIIHN,0.69,0.699,0.465,139.83,87,0.09141791
spotify:track:77dcKrzRUI02XjHd2okARp,A Country Boy Can Survive,"Hank Williams, Jr.",spotify:artist:2dyeCWctcFRt3Pha76ONgb,The Pressure Is On,spotify:album:3XMwXRh5zePz2iBOBZxXSo,0.688,0.459,0.493,75.184,66,0.016791045
spotify:track:6MDijuuArPJv1vbp7K1x3f,Genghis Khan,Miike Snow,spotify:artist:4l1cKWYW591xnwEGxpUg3J,iii,spotify:album:3pWJFrSX6apPzt4inM4zXt,0.688,0.847,0.453,93.979,54,0.048507463
spotify:track:4Z92RMiyJpUrApZi3LtpJ6,Blackbird - Remastered,The Beatles,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,The Beatles,spotify:album:03Qh833fEdVT30Pfs93ea6,0.686,0.127,0.372,93.699,85,0.031716418
spotify:track:4o8STNAL91xc7EvuvqSKk1,Whatever It Is,Zac Brown Band,spotify:artist:6yJCxee7QumYr820xdIsjo,The Foundation,spotify:album:0Im5nUhAuNDSYVjfPh7RyS,0.686,0.576,0.72,83.971,72,0.09141791
spotify:track:1jdNcAD8Ir58RlsdGjJJdx,Ho Hey,The Lumineers,spotify:artist:16oZKvXb6WkQlVAjwo2Wbg,The Lumineers,spotify:album:5h7fx8ILwOZ3I5yQ4eGBl7,0.685,0.474,0.36,79.991,78,0.042910448
spotify:track:0JXXNGljqupsJaZsgSbMZV,Sure Thing,Miguel,spotify:artist:360IAlyVv4PCEVjgyMZrxK,All I Want Is You,spotify:album:493HYe7N5pleudEZRyhE7R,0.684,0.607,0.498,81.001,79,0.09141791
spotify:track:2BcvvHttiZRvguFM4hR398,Sunshine Of Your Love,Cream,spotify:artist:74oJ4qxwOZvX6oSsu1DGnw,Disraeli Gears,spotify:album:4SMNUQCyTvlO4vFEdXXG45,0.684,0.482,0.785,115.066,63,0.020522388
spotify:track:2XMTqoHHSH0lvuXrvIEdco,Capsize,FRENSHIP,spotify:artist:7xEFii6utZmQ61kX59HmLH,Truce - EP,spotify:album:5qeKpDQFyotJjLh61pUZQo,0.683,0.708,0.355,92.991,52,0.048507463
spotify:track:2PtBhfoPZ6VYtXkrE5FrCH,Reflections,MisterWives,spotify:artist:5ivCbtrcD5N4rD337xIb2z,Our Own House,spotify:album:726GB3GTBwPdsGr5XzOQbz,0.683,0.675,0.6,111.008,53,0.09141791
spotify:track:5aAx2yezTd8zXrkmtKl66Z,Starboy,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,Starboy,spotify:album:09fggMHib4YkOtwQNXEBII,0.681,0.594,0.535,186.054,95,0.121268657
spotify:track:6mapJIPnQ23RTAevUoE0DL,Swang,Rae Sremmurd,spotify:artist:7iZtZyCzp3LItcw1wtPI3D,SremmLife 2,spotify:album:5v6iBhIlflzR9rEd1LAMbd,0.681,0.314,0.166,139.992,71,0.063432836
spotify:track:1mXVgsBdtIVeCLJnSnmtdV,Too Good At Goodbyes,Sam Smith,spotify:artist:2wY79sveU1sp5g7SokKOiI,The Thrill Of It All,spotify:album:3TJz2UBNYJtlEly0sPeNrQ,0.681,0.372,0.476,91.873,83,0.059701493
spotify:track:7EAFj7eJcMF5koWSRJVZcL,The Fighter,Keith Urban,spotify:artist:0u2FHSq3ln94y5Q57xazwf,Ripcord,spotify:album:1r7ABqzNXQnUPAH3ZjrHMn,0.681,0.856,0.755,132.011,69,0.02238806
spotify:track:17YuXw2ScwLLL1sUrRKhoW,Fantasy,Alina Baraz,spotify:artist:6hfwwpXqZPRC9CsKI7qtv1,Urban Flora EP,spotify:album:1MDXXd7ea47KCYOfHww6En,0.68,0.747,0.331,113.933,63,0.048507463
spotify:track:0lmdsH1MIoLsMymnNpd6HU,Let Me Hold You (Turn Me On),Dante Klein,spotify:artist:1b4DN8Vj0dnj5cceMFsRYN,Let Me Hold You (Turn Me On),spotify:album:2vRv7sF64RBtZwynCJh4K2,0.68,0.774,0.331,102.949,45,0.080223881
spotify:track:5fX2oPyLCe5mBKqGDbOWqC,When You Love Someone,James TW,spotify:artist:0B3N0ZINFWvizfa8bKiz4v,First Impressions,spotify:album:6ZPn3tnyLZAbgLFy3GSkqT,0.68,0.446,0.339,125.863,63,0.059701493
spotify:track:2qYsSHsYkihWx043HVJQRV,Dirt Road Anthem,Jason Aldean,spotify:artist:3FfvYsEGaIb52QPXhg4DcH,My Kinda Party,spotify:album:6gYk1JlSSmlUZGs1Lef1BI,0.68,0.741,0.635,127.024,74,0.016791045
spotify:track:4SE4yewyGpOYfxfx59Yjc5,Cinderella Man,Eminem,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Recovery,spotify:album:47BiFcV59TQi2s9SkBo2pb,0.679,0.908,0.687,85.918,90,0.031716418
spotify:track:1RuyGO0kmkNkfixUFKkjuC,Re:Stacks,Bon Iver,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,"For Emma, Forever Ago",spotify:album:10HuTnFqkhym6gXmIDxBsm,0.679,0.0798,0.301,125.023,76,0.048507463
spotify:track:6aUhfNWYnMThF3TGtuYUUu,How Country Feels,Randy Houser,spotify:artist:56x8mYvS3cyDGAi8N2FxbB,How Country Feels,spotify:album:4BVzcXLDJ8pRtJttQiU3G6,0.678,0.839,0.772,104.952,61,0.065298507
spotify:track:6eT7xZZlB2mwyzJ2sUKG6w,White Iverson,Post Malone,spotify:artist:246dkjvS1zLTtiykXe5h60,Stoney,spotify:album:5s0rmjP8XOPhP6HhqOhuyC,0.675,0.562,0.309,130.098,88,0.098880597
spotify:track:6M6Tk58pQvABy6ru66dY3d,No Money,Galantis,spotify:artist:4sTQVOfp9vEMCemLw50sbu,The Aviary,spotify:album:7DNmxxEuJe19wNVrinaXx4,0.674,0.915,0.78,126.038,72,0.080223881
spotify:track:34ceTg8ChN5HjrqiIYCn9Q,Miss Independent,Ne-Yo,spotify:artist:21E3waRsmPlU7jZsS13rcj,Year Of The Gentleman,spotify:album:6dTn9vJSxVTIGm4Cu5dH4x,0.673,0.683,0.713,171.86,81,0.09141791
spotify:track:1lWoanAmIk1PZisbP5LmwT,How To Love (feat. Sofia Reyes),Cash Cash,spotify:artist:1LOB7jTeEV14pHai6EXSzF,"Blood, Sweat & 3 Years",spotify:album:1TgJXcoFJ7BN0NiViN7wtx,0.673,0.894,0.63,118.894,60,0.080223881
spotify:track:2toY6JyyfKy9TwNk3Ou2XG,She's So Mean,Matchbox Twenty,spotify:artist:3Ngh2zDBRPEriyxQDAMKd1,North,spotify:album:3JdxPzUYUcVeRgfdOGXZLC,0.672,0.875,0.676,118.014,67,0.09141791
spotify:track:38YgZVHPWOWsKrsCXz6JyP,Come On Get Higher,Matt Nathanson,spotify:artist:4NGiEU3Pkd8ASRyQR30jcA,Some Mad Hope,spotify:album:45A2E1YR00sPSwxJw5d3qu,0.672,0.623,0.617,92.018,52,0.02238806
spotify:track:1Tt4sE4pXi57mTD1GCzsqm,Needed Me,Rihanna,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,ANTI,spotify:album:3Q149ZH46Z0f3oDR7vlDYV,0.671,0.314,0.296,110.898,91,0.143656716
spotify:track:2S9Hmv3pv86ScVA8XnFmOW,Space Bound,Eminem,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Recovery,spotify:album:3PogVmhNucYNfyywZvTd7F,0.671,0.885,0.525,142.02,90,0.031716418
spotify:track:2H3ZUSE54pST4ubRd5FzFR,Ain't No Mountain High Enough,Marvin Gaye,spotify:artist:3koiLjNrgRTNbOwViDipeA,United,spotify:album:6sbZYwwQB15bt5TgkPFAdb,0.669,0.616,0.818,130.037,74,0.050373134
spotify:track:6875MeXyCW0wLyT72Eetmo,Starving,Hailee Steinfeld,spotify:artist:5p7f24Rk5HkUZsaS3BLG5F,HAIZ,spotify:album:5m01tty1948HnkXUhG0urw,0.668,0.613,0.498,99.852,68,0.080223881
spotify:track:7xHWNBFm6ObGEQPaUxHuKO,The Greatest,Sia,spotify:artist:5WUlDfRSoLAfcVSX1WnrxN,This Is Acting (Deluxe Version),spotify:album:2eV6DIPDnGl1idcjww6xyX,0.668,0.725,0.729,191.944,84,0.039179104
spotify:track:3CpoeW0cZSDzIRv5z34F87,Sing For The Moment,Eminem,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,The Eminem Show,spotify:album:2cWBwpqMsDJC1ZUwz813lo,0.668,0.824,0.185,163.961,90,0.031716418
spotify:track:6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,spotify:artist:31TPClRtHm23RisEBtV3X7,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",spotify:album:40LbnfieVTWtHrK24WQeEB,0.666,0.83,0.702,113.03,83,0.050373134
spotify:track:5yuShbu70mtHXY0yLzCQLQ,Go Flex,Post Malone,spotify:artist:246dkjvS1zLTtiykXe5h60,Stoney,spotify:album:5s0rmjP8XOPhP6HhqOhuyC,0.665,0.498,0.127,81.967,88,0.082089552
spotify:track:6jvvpPJQJy5rMOEkLlADl6,Neighbors Know My Name,Trey Songz,spotify:artist:2iojnBLj0qIMiKPvVhLnsH,Ready,spotify:album:44jrX3SThj7pFjOzUTLm85,0.663,0.693,0.391,120.026,69,0.031716418
spotify:track:6TjP1C3sGQH1jBfzUXfcMg,Kamikaze,MØ,spotify:artist:0bdfiayQAKewqEvaU6rXCv,Kamikaze,spotify:album:6L3ecTkK0aKTUIV7x0l1lU,0.663,0.878,0.704,158.035,72,0.080223881
spotify:track:6SwRhMLwNqEi6alNPVG00n,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,DAMN.,spotify:album:4eLPsYPBmXABThSJ821sqY,0.658,0.535,0.419,110.684,90,0.063432836
spotify:track:2j79NtwxoWDmkiH4MGwdLq,Lonely Eyes,Chris Young,spotify:artist:4BYxqVkZyFjtik7crYLg5Q,A.M.,spotify:album:3cyLH6iUGPjEsZIUFnJfd3,0.657,0.674,0.336,106.005,67,0.09141791
